Index,Price_1,Price_2,Price_3,Price_4,Price_5
10981,1087.0,1153.3,929.6,1158.3,1489.7
10982,1080.6,1149.8,928.6,1158.3,1493.4
10983,1084.5,1153.0,927.6,1159.3,1489.4
10984,1085.5,1153.1,926.6,1156.3,1488.4
10985,1085.5,1149.2,925.6,1156.3,1487.4
10986,1086.5,1149.2,924.6,1155.5,1486.4
10987,1083.0,1148.7,928.2,1159.5,1490.2
10988,1086.8,1148.7,928.9,1159.4,1491.2
10989,1087.8,1147.7,924.9,1160.4,1492.2
10990,1088.8,1151.2,923.9,1156.8,1488.5
10991,1089.8,1147.4,923.0,1156.8,1492.1
10992,1090.8,1151.4,922.0,1156.2,1493.1
10993,1087.5,1151.5,921.5,1156.2,1494.1
10994,1091.3,1152.5,920.5,1155.2,1488.1
10995,1091.6,1152.5,920.4,1154.2,1489.8
10996,1092.6,1153.0,920.4,1157.8,1489.5
10997,1087.6,1153.0,919.4,1158.0,1488.5
10998,1089.2,1153.1,918.4,1154.0,1492.4
10999,1089.2,1149.1,922.3,1153.0,1489.0
11000,1088.2,1148.1,923.3,1152.0,1488.0
11001,1092.0,1148.0,923.4,1151.0,1493.0
11002,1092.0,1147.6,923.4,1150.0,1494.0
11003,1093.0,1147.6,923.6,1149.0,1493.2
11004,1094.0,1146.6,924.6,1148.5,1489.2
11005,1094.9,1150.6,921.4,1152.5,1493.8
11006,1090.9,1147.2,921.4,1148.7,1489.8
11007,1089.9,1151.2,920.4,1148.7,1488.8
11008,1093.2,1152.2,919.4,1147.7,1493.8
11009,1089.2,1153.2,918.4,1151.5,1494.8
11010,1088.2,1154.2,917.5,1152.5,1493.9
11011,1087.2,1154.7,916.5,1147.5,1493.9
11012,1086.2,1155.7,915.5,1146.5,1494.9
11013,1089.3,1151.8,921.5,1147.3,1495.7
11014,1089.3,1151.2,922.5,1146.3,1495.7
11015,1090.3,1151.2,920.0,1146.3,1496.7
11016,1087.0,1150.2,916.1,1145.3,1497.7
11017,1086.9,1153.8,920.1,1144.3,1494.0
11018,1086.9,1154.3,920.6,1143.6,1493.0
11019,1085.9,1155.3,920.6,1146.7,1493.0
11020,1089.7,1155.3,920.6,1147.0,1496.8
11021,1089.7,1156.3,921.6,1148.0,1496.8
11022,1090.2,1157.3,922.6,1148.0,1497.8
11023,1086.2,1157.4,923.6,1148.8,1498.8
11024,1085.2,1154.0,924.2,1148.8,1499.8
11025,1084.2,1157.6,924.2,1145.2,1500.8
11026,1084.8,1154.0,920.8,1145.2,1501.8
11027,1084.0,1157.8,920.4,1144.5,1502.8
11028,1087.0,1157.8,920.4,1143.5,1503.8
11029,1087.0,1158.8,919.6,1142.5,1504.8
11030,1088.0,1159.8,918.6,1145.9,1505.8
11031,1089.0,1160.8,918.0,1142.4,1506.8
11032,1089.5,1161.8,922.0,1141.4,1507.8
11033,1085.5,1162.8,923.0,1140.4,1508.8
11034,1084.5,1163.0,924.0,1139.4,1509.8
11035,1087.7,1163.0,925.0,1142.5,1510.8
11036,1087.7,1163.0,921.2,1142.5,1511.8
11037,1088.3,1164.0,921.2,1143.5,1512.8
11038,1089.3,1160.5,920.2,1144.5,1513.8
11039,1084.3,1164.5,919.2,1145.5,1514.8
11040,1089.0,1165.5,918.5,1146.1,1514.8
11041,1085.0,1166.5,922.5,1143.0,1515.7
11042,1084.0,1167.5,923.5,1147.0,1511.8
11043,1087.8,1168.5,920.2,1147.4,1511.2
11044,1083.8,1168.8,919.2,1148.4,1515.2
11045,1087.8,1168.8,918.2,1148.4,1515.2
11046,1088.2,1169.8,922.1,1144.9,1516.2
11047,1088.5,1170.8,922.1,1144.9,1517.2
11048,1089.5,1171.8,923.1,1143.9,1518.2
11049,1085.8,1172.0,919.4,1143.7,1519.2
11050,1085.8,1173.0,919.4,1143.7,1520.2
11051,1084.8,1174.0,918.7,1142.7,1521.2
11052,1088.4,1174.4,918.6,1142.5,1517.2
11053,1084.4,1175.2,918.5,1142.5,1516.2
11054,1087.8,1176.2,918.1,1141.5,1516.2
11055,1087.8,1172.4,921.4,1145.0,1515.2
11056,1088.8,1176.4,918.0,1145.3,1521.2
11057,1085.4,1176.4,918.0,1141.5,1522.2
11058,1084.4,1176.8,917.0,1145.5,1523.2
11059,1083.4,1173.0,916.0,1146.5,1524.2
11060,1083.4,1173.0,915.8,1147.5,1525.2
11061,1082.4,1172.0,915.8,1148.5,1526.2
11062,1081.4,1171.5,914.8,1144.6,1524.2
11063,1080.4,1171.5,913.8,1148.4,1525.2
11064,1084.3,1170.5,913.3,1148.4,1525.2
11065,1084.5,1169.5,912.3,1145.0,1526.2
11066,1080.5,1173.3,915.5,1149.0,1527.2
11067,1079.5,1173.3,915.5,1148.4,1527.8
11068,1078.5,1173.5,916.2,1148.4,1527.8
11069,1077.5,1170.5,917.2,1148.8,1528.8
11070,1081.3,1169.5,918.2,1145.3,1529.8
11071,1081.4,1173.2,919.2,1148.6,1530.4
11072,1077.5,1173.4,920.2,1148.8,1530.8
11073,1077.0,1174.4,921.2,1148.8,1526.8
11074,1077.0,1174.4,912.2,1149.6,1525.8
11075,1080.2,1175.0,917.6,1146.5,1524.8
11076,1076.2,1176.0,916.6,1145.9,1525.0
11077,1075.2,1177.0,920.2,1149.1,1525.0
11078,1074.2,1173.8,916.2,1145.1,1524.0
11079,1078.2,1177.2,915.2,1144.1,1523.0
11080,1079.2,1173.3,914.2,1143.5,1526.2
11081,1079.2,1177.3,913.2,1143.5,1527.2
11082,1080.2,1178.3,912.2,1142.5,1522.2
11083,1081.2,1174.7,916.4,1146.0,1527.2
11084,1081.3,1173.7,916.5,1143.0,1523.5
11085,1082.3,1178.7,912.5,1147.0,1527.5
11086,1077.3,1173.7,911.5,1148.0,1523.3
11087,1082.2,1177.7,910.5,1149.0,1523.2
11088,1082.3,1178.1,910.0,1145.8,1527.2
11089,1082.3,1178.1,914.0,1144.8,1528.2
11090,1078.8,1179.1,915.0,1144.8,1529.2
11091,1082.0,1179.8,914.8,1148.1,1530.2
11092,1083.0,1180.8,910.8,1148.2,1531.2
11093,1079.8,1175.8,909.8,1148.2,1532.2
11094,1079.8,1181.2,908.8,1144.2,1533.2
11095,1078.8,1181.4,907.8,1143.2,1534.2
11096,1077.8,1181.8,906.8,1143.2,1535.2
11097,1081.4,1182.8,905.8,1143.2,1531.2
11098,1082.4,1178.8,904.8,1142.2,1531.2
11099,1082.6,1178.6,905.3,1141.2,1530.2
11100,1078.6,1182.6,909.3,1141.2,1529.2
11101,1082.4,1183.6,904.8,1140.2,1528.2
11102,1083.4,1179.8,908.0,1143.6,1535.2
11103,1079.5,1183.8,904.0,1139.7,1532.0
11104,1079.5,1180.2,907.8,1138.7,1528.0
11105,1083.0,1184.0,907.8,1137.7,1527.7
11106,1083.0,1180.0,908.8,1143.7,1527.7
11107,1079.4,1184.0,909.8,1144.7,1531.7
11108,1083.0,1180.7,910.8,1145.7,1532.7
11109,1079.0,1184.6,911.8,1146.7,1533.7
11110,1078.0,1185.6,912.8,1141.2,1534.7
11111,1082.0,1186.6,913.6,1141.2,1535.7
11112,1082.2,1187.6,913.6,1144.4,1536.7
11113,1082.2,1188.6,914.6,1144.6,1532.1
11114,1078.9,1185.0,915.6,1140.8,1531.1
11115,1082.6,1189.0,911.8,1144.7,1530.1
11116,1083.6,1189.0,911.8,1144.7,1536.1
11117,1083.6,1189.3,910.8,1145.7,1534.3
11118,1080.2,1186.2,909.8,1146.7,1534.3
11119,1084.0,1190.2,908.8,1147.7,1535.3
11120,1084.3,1186.2,912.8,1148.4,1531.7
11121,1080.4,1190.2,908.8,1144.4,1535.7
11122,1079.4,1186.6,907.8,1144.4,1536.7
11123,1078.5,1190.5,911.0,1144.2,1537.7
11124,1082.4,1191.5,907.5,1143.2,1533.5
11125,1082.8,1192.5,906.9,1146.9,1532.5
11126,1078.8,1189.5,906.9,1142.9,1531.5
11127,1077.8,1192.5,905.9,1141.9,1534.8
11128,1076.8,1188.9,905.0,1146.0,1535.8
11129,1077.0,1187.9,904.0,1142.0,1532.2
11130,1077.0,1186.9,909.0,1141.0,1531.9
11131,1076.0,1186.7,908.9,1145.6,1530.9
11132,1079.8,1186.6,904.9,1146.6,1534.6
11133,1076.0,1186.6,905.4,1147.6,1534.6
11134,1079.8,1185.8,909.4,1141.6,1531.2
11135,1080.2,1189.8,910.4,1147.5,1531.2
11136,1081.0,1185.8,911.4,1148.2,1530.2
11137,1082.0,1189.8,906.7,1149.2,1529.4
11138,1082.5,1185.8,905.7,1150.2,1528.4
11139,1082.8,1189.6,905.4,1151.2,1527.9
11140,1079.2,1190.0,909.4,1144.2,1526.9
11141,1078.2,1186.0,905.4,1150.4,1530.8
11142,1077.2,1185.0,908.9,1146.7,1527.6
11143,1076.2,1184.0,909.9,1146.2,1531.6
11144,1075.2,1187.8,910.8,1150.2,1532.2
11145,1074.2,1184.4,911.2,1150.2,1533.2
11146,1074.0,1188.4,907.5,1150.2,1533.2
11147,1078.0,1188.4,907.4,1151.2,1534.2
11148,1074.2,1188.4,906.4,1152.2,1535.2
11149,1073.9,1189.3,911.4,1153.2,1536.2
11150,1072.9,1189.8,910.4,1153.5,1537.2
11151,1076.5,1190.4,910.8,1153.5,1538.2
11152,1076.5,1191.4,911.3,1154.5,1539.2
11153,1077.5,1192.0,907.4,1155.5,1540.2
11154,1073.5,1188.6,907.4,1156.5,1541.2
11155,1073.5,1187.6,910.8,1157.3,1542.2
11156,1072.5,1187.4,911.8,1153.3,1543.2
11157,1072.3,1191.3,906.8,1157.3,1544.2
11158,1076.3,1187.3,905.8,1153.3,1545.2
11159,1077.3,1186.3,907.0,1152.3,1546.2
11160,1077.5,1186.4,907.0,1151.3,1547.2
11161,1073.5,1190.4,910.7,1155.2,1548.2
11162,1077.0,1186.3,911.5,1156.2,1549.2
11163,1078.0,1185.8,911.9,1157.2,1550.2
11164,1078.0,1185.0,911.9,1158.2,1551.2
11165,1074.0,1188.0,912.0,1158.2,1686.5
11166,1078.0,1184.0,908.5,1159.2,1686.5
11167,1074.0,1188.0,907.5,1159.3,1686.5
11168,1073.0,1184.1,906.5,1156.0,1548.2
11169,1072.0,1184.1,905.5,1155.6,1554.2
11170,1071.0,1183.1,904.5,1155.1,1555.2
11171,1070.0,1182.1,903.5,1158.3,1556.2
11172,1069.0,1181.4,903.5,1159.3,1552.2
11173,1073.1,1185.1,902.5,1160.2,1556.2
11174,1074.1,1185.5,906.4,1161.2,1557.2
11175,1069.1,1182.3,902.8,1156.2,1558.2
11176,1070.4,1181.3,906.3,1155.2,1555.0
11177,1070.4,1186.3,906.3,1154.2,1559.0
11178,1069.4,1187.3,903.0,1153.2,1559.0
11179,1068.4,1188.3,907.0,1158.2,1560.0
11180,1068.4,1183.2,907.1,1158.6,1561.0
11181,1072.0,1186.2,903.4,1158.6,1562.0
11182,1073.0,1182.2,902.8,1159.6,1557.9
11183,1074.0,1182.4,901.8,1160.6,1561.8
11184,1068.0,1186.3,906.8,1161.0,1558.1
11185,1074.2,1186.3,905.8,1157.0,1557.3
11186,1074.5,1182.4,905.8,1157.0,1561.3
11187,1074.5,1182.1,906.8,1160.6,1561.3
11188,1075.0,1186.0,903.2,1156.6,1562.3
11189,1075.0,1187.0,906.6,1155.8,1563.3
11190,1076.0,1183.8,902.6,1159.3,1564.3
11191,1077.0,1183.8,901.6,1159.6,1565.3
11192,1078.0,1182.8,905.7,1160.6,1566.3
11193,1079.0,1182.6,906.2,1161.6,1567.3
11194,1079.0,1181.6,906.2,1161.6,1563.6
11195,1079.3,1184.8,902.9,1162.2,1563.6
11196,1080.3,1185.8,906.5,1162.2,1562.6
11197,1081.3,1186.8,902.5,1163.2,1567.6
11198,1082.3,1187.8,906.6,1164.2,1567.0
11199,1078.4,1188.8,902.6,1160.8,1568.0
11200,1077.4,1185.8,902.2,1164.1,1564.6
11201,1076.8,1185.8,906.0,1160.1,1568.6
11202,1076.8,1184.8,906.2,1159.1,1569.6
11203,1075.8,1184.5,906.2,1158.1,1570.6
11204,1079.7,1188.1,907.2,1157.1,1571.6
11205,1079.7,1188.4,903.4,1156.1,1572.6
11206,1080.7,1188.4,902.8,1155.1,1573.6
11207,1081.7,1189.4,901.8,1159.0,1574.6
11208,1082.7,1190.1,900.8,1160.0,1574.6
11209,1083.5,1191.1,899.8,1160.5,1575.6
11210,1084.5,1191.5,899.5,1161.5,1576.6
11211,1079.5,1188.1,898.5,1157.8,1577.6
11212,1078.5,1192.1,897.5,1156.8,1578.6
11213,1077.5,1188.0,903.5,1160.5,1579.6
11214,1077.9,1187.8,898.0,1160.5,1579.8
11215,1081.8,1191.6,898.0,1156.8,1579.8
11216,1082.4,1187.6,897.0,1156.8,1580.6
11217,1083.1,1191.6,900.9,1155.8,1581.4
11218,1083.7,1192.6,901.9,1154.8,1581.6
11219,1079.8,1193.6,902.9,1158.4,1581.6
11220,1083.8,1194.6,899.5,1158.4,1582.6
11221,1080.5,1190.7,899.2,1159.4,1583.6
11222,1084.5,1190.6,899.0,1160.4,1584.6
11223,1085.5,1190.6,898.4,1160.4,1585.6
11224,1081.2,1194.2,898.4,1161.3,1586.6
11225,1080.7,1194.2,897.4,1157.3,1586.6
11226,1079.7,1195.2,901.2,1157.5,1587.6
11227,1079.7,1196.2,901.4,1161.5,1588.6
11228,1078.7,1197.1,902.4,1158.2,1589.6
11229,1078.0,1197.4,899.0,1162.2,1589.6
11230,1078.0,1193.4,899.0,1158.0,1590.6
11231,1078.0,1192.4,898.0,1161.8,1591.6
11232,1077.8,1196.2,901.5,1161.8,1592.6
11233,1081.4,1192.2,901.5,1162.8,1593.6
11234,1082.4,1195.8,902.5,1159.3,1594.6
11235,1082.4,1191.8,903.5,1163.2,1594.8
11236,1083.4,1190.8,904.5,1164.2,1595.8
11237,1084.4,1190.8,901.4,1159.2,1596.0
11238,1085.4,1194.4,905.4,1160.6,1596.3
11239,1085.9,1195.4,904.9,1164.6,1596.3
11240,1082.2,1192.0,905.8,1164.3,1597.3
11241,1081.2,1191.5,906.8,1164.3,1598.1
11242,1080.2,1190.5,903.8,1164.7,1599.1
11243,1079.8,1189.8,907.5,1161.2,1599.1
11244,1078.8,1193.7,903.5,1161.1,1599.1
11245,1083.8,1194.3,902.5,1165.1,1599.5
11246,1084.8,1194.3,901.5,1161.5,1599.6
11247,1085.8,1195.3,900.8,1161.1,1599.6
11248,1084.8,1192.3,899.8,1161.1,1600.6
11249,1085.2,1196.2,898.8,1164.2,1601.6
11250,1086.2,1197.2,897.8,1164.2,1602.2
11251,1087.1,1197.2,896.8,1160.3,1602.2
11252,1083.1,1198.2,900.0,1164.3,1598.6
11253,1082.1,1199.2,896.1,1165.3,1597.6
11254,1082.1,1200.2,895.1,1165.2,1597.6
11255,1082.1,1196.4,895.0,1166.2,1596.6
11256,1085.1,1195.4,894.9,1167.2,1596.2
11257,1086.1,1198.5,898.4,1168.0,1600.2
11258,1081.1,1194.8,895.1,1169.0,1601.2
11259,1085.9,1198.8,894.6,1164.0,1597.1
11260,1086.5,1199.0,893.6,1163.0,1601.1
11261,1086.5,1195.4,897.5,1162.0,1602.1
11262,1087.4,1199.4,893.5,1162.5,1603.1
11263,1088.4,1199.3,892.5,1166.5,1598.8
11264,1084.8,1200.3,891.5,1162.7,1602.8
11265,1083.8,1201.3,890.5,1162.7,1603.8
11266,1083.8,1202.3,894.2,1161.7,1603.8
11267,1082.8,1203.3,890.2,1165.2,1604.8
11268,1081.8,1204.3,895.0,1165.3,1601.4
11269,1080.8,1201.2,895.0,1166.3,1601.4
11270,1079.8,1205.2,892.0,1162.5,1604.6
11271,1078.8,1206.2,896.0,1166.5,1604.6
11272,1082.3,1202.0,895.8,1167.5,1605.3
11273,1078.5,1201.0,892.2,1167.0,1601.8
11274,1082.5,1200.5,891.2,1167.0,1600.8
11275,1079.0,1200.5,895.1,1168.0,1599.8
11276,1079.0,1199.5,891.1,1164.2,1598.8
11277,1078.0,1198.5,894.9,1164.0,1598.4
11278,1081.9,1198.4,895.9,1168.0,1598.4
11279,1081.9,1198.4,896.9,1168.3,1601.6
11280,1082.8,1197.4,897.9,1164.8,1597.6
11281,1083.6,1196.4,898.9,1163.8,1597.4
11282,1080.0,1195.4,899.9,1167.7,1601.3
11283,1080.0,1198.4,900.2,1168.0,1597.3
11284,1083.6,1194.4,896.2,1168.1,1596.3
11285,1079.8,1193.4,895.2,1169.1,1595.3
11286,1078.8,1192.4,894.2,1169.2,1594.3
11287,1078.8,1196.9,894.2,1170.2,1593.5
11288,1077.8,1196.9,898.0,1165.2,1597.5
11289,1081.2,1197.9,898.0,1164.2,1593.0
11290,1077.2,1198.9,899.0,1169.2,1597.0
11291,1076.2,1199.6,899.3,1169.2,1594.0
11292,1075.2,1199.6,900.3,1170.2,1597.6
11293,1078.8,1195.9,900.6,1171.2,1597.6
11294,1075.2,1195.3,901.6,1168.0,1598.2
11295,1074.9,1194.8,896.6,1167.8,1599.2
11296,1078.6,1194.6,902.3,1171.8,1599.2
11297,1074.9,1194.0,899.1,1171.7,1600.2
11298,1073.9,1197.2,898.2,1171.7,1600.5
11299,1077.8,1193.2,902.2,1172.7,1596.5
11300,1073.9,1192.2,902.4,1169.0,1595.5
11301,1073.1,1195.5,898.4,1172.4,1595.5
11302,1072.7,1195.5,897.4,1172.4,1594.8
11303,1072.5,1195.5,896.6,1173.4,1594.8
11304,1071.5,1192.2,896.5,1174.0,1593.8
11305,1070.5,1191.2,895.6,1170.2,1593.0
11306,1069.7,1196.2,894.6,1170.0,1597.0
11307,1069.6,1191.2,894.6,1174.0,1597.3
11308,1069.6,1195.2,893.6,1173.8,1593.4
11309,1068.6,1194.6,892.6,1173.8,1593.3
11310,1067.6,1190.8,896.5,1174.4,1593.3
11311,1066.6,1189.8,896.5,1175.4,1592.3
11312,1065.6,1192.9,896.7,1176.4,1591.3
11313,1064.6,1189.0,892.7,1177.4,1590.3
11314,1064.4,1189.0,893.0,1178.4,1589.3
11315,1068.2,1188.1,892.0,1179.4,1588.3
11316,1068.2,1187.8,891.0,1179.8,1588.0
11317,1069.2,1186.8,890.0,1180.8,1588.0
11318,1070.2,1185.8,893.8,1181.4,1587.9
11319,1071.2,1189.3,893.8,1178.0,1587.9
11320,1072.2,1186.0,890.4,1177.3,1586.9
11321,1073.2,1185.9,894.4,1180.6,1590.8
11322,1074.2,1185.1,895.4,1180.6,1586.8
11323,1074.8,1185.1,896.4,1181.6,1586.8
11324,1071.2,1184.1,897.1,1177.8,1586.8
11325,1075.2,1183.5,897.1,1176.8,1590.0
11326,1070.9,1183.5,893.2,1181.8,1590.0
11327,1070.9,1182.5,892.2,1177.2,1591.0
11328,1069.9,1182.3,891.9,1177.2,1591.3
11329,1069.4,1186.0,891.8,1176.2,1591.3
11330,1072.8,1186.6,895.8,1175.2,1591.6
11331,1073.8,1182.6,895.4,1178.7,1587.6
11332,1070.4,1181.6,891.4,1178.9,1587.7
11333,1069.4,1180.6,896.0,1179.0,1591.2
11334,1074.4,1184.0,896.0,1175.6,1591.3
11335,1073.2,1180.0,897.0,1175.6,1591.4
11336,1073.4,1183.4,898.0,1174.6,1592.2
11337,1069.4,1183.8,899.0,1173.6,1588.2
11338,1068.4,1179.8,899.0,1173.2,1591.8
11339,1067.4,1180.5,899.4,1177.2,1587.8
11340,1066.9,1180.2,896.4,1177.5,1591.8
11341,1070.9,1180.2,895.9,1173.5,1588.0
11342,1071.9,1180.2,894.9,1177.4,1592.0
11343,1071.8,1179.2,894.4,1178.4,1591.4
11344,1071.8,1178.2,894.4,1174.6,1592.4
11345,1072.8,1177.2,898.1,1178.6,1592.9
11346,1073.4,1176.2,894.1,1179.6,1589.4
11347,1073.5,1175.2,893.1,1176.4,1593.4
11348,1074.2,1174.6,892.1,1175.4,1594.4
11349,1070.2,1174.3,896.0,1178.9,1595.4
11350,1069.2,1174.3,892.0,1179.9,1591.2
11351,1072.5,1177.5,892.2,1174.9,1590.2
11352,1072.5,1178.5,892.0,1176.2,1589.2
11353,1073.5,1174.8,892.0,1176.0,1593.0
11354,1074.2,1174.1,891.0,1180.0,1589.6
11355,1075.2,1173.1,890.4,1181.0,1593.4
11356,1075.2,1172.1,893.9,1177.4,1593.4
11357,1076.2,1175.9,894.9,1177.4,1589.7
11358,1073.2,1176.9,891.3,1176.4,1593.7
11359,1072.9,1171.9,895.3,1175.4,1594.7
11360,1076.6,1177.0,895.8,1175.2,1595.0
11361,1077.6,1173.0,896.8,1175.0,1596.0
11362,1077.6,1176.4,893.2,1175.0,1597.0
11363,1078.6,1177.4,892.5,1178.2,1591.0
11364,1075.0,1172.4,896.5,1178.2,1592.7
11365,1074.9,1173.8,897.5,1179.2,1592.7
11366,1074.9,1177.8,898.5,1180.2,1591.7
11367,1073.9,1178.8,899.5,1176.6,1591.4
11368,1077.6,1179.8,900.0,1176.6,1591.0
11369,1073.6,1180.6,896.4,1175.6,1591.0
11370,1072.6,1181.6,895.4,1174.6,1590.0
11371,1072.0,1182.6,894.4,1173.6,1589.0
11372,1071.9,1183.6,894.4,1172.6,1592.6
11373,1071.9,1184.5,893.4,1175.7,1592.6
11374,1071.2,1180.5,892.4,1175.7,1593.6
11375,1071.2,1184.5,892.2,1176.2,1594.6
11376,1070.2,1184.5,891.2,1177.1,1591.6
11377,1073.7,1185.5,890.2,1177.1,1591.6
11378,1070.2,1186.5,889.2,1174.1,1591.5
11379,1069.2,1182.5,888.2,1178.1,1591.4
11380,1068.2,1182.5,892.0,1179.1,1594.5
11381,1071.8,1186.3,888.2,1180.1,1590.5
11382,1071.8,1186.4,888.2,1181.1,1594.1
11383,1072.8,1182.5,887.2,1182.1,1595.1
11384,1069.0,1186.5,886.2,1183.1,1595.2
11385,1073.0,1186.2,885.2,1178.4,1596.2
11386,1074.0,1182.3,884.2,1182.4,1592.2
11387,1075.0,1186.3,883.2,1182.9,1592.8
11388,1071.6,1187.0,882.2,1183.8,1591.8
11389,1071.6,1187.0,881.2,1183.8,1596.8
11390,1070.6,1187.5,880.4,1184.8,1595.8
11391,1069.6,1183.5,884.4,1180.8,1595.8
11392,1068.6,1183.2,885.4,1180.7,1596.8
11393,1067.6,1182.2,880.9,1184.7,1597.4
11394,1067.4,1181.2,880.9,1181.5,1593.4
11395,1067.4,1180.2,880.2,1185.5,1592.4
11396,1066.4,1179.2,879.8,1186.5,1591.6
11397,1070.3,1178.8,879.8,1182.2,1590.6
11398,1066.3,1182.2,883.8,1181.4,1595.6
11399,1065.3,1178.2,879.9,1181.0,1594.7
11400,1064.3,1177.2,879.5,1180.0,1595.3
11401,1068.3,1176.2,883.5,1179.2,1591.3
11402,1069.3,1176.2,884.0,1179.2,1590.3
11403,1064.3,1175.5,880.4,1178.2,1590.2
11404,1070.0,1175.2,879.5,1177.2,1589.2
11405,1070.8,1174.3,883.5,1176.2,1588.2
11406,1066.8,1174.1,879.2,1175.2,1587.2
11407,1070.8,1173.5,879.1,1174.7,1586.5
11408,1070.8,1177.5,878.1,1178.7,1590.5
11409,1070.8,1172.7,883.1,1175.0,1590.8
11410,1071.8,1172.4,884.1,1178.5,1590.8
11411,1068.1,1176.1,885.1,1178.6,1591.2
11412,1068.1,1176.1,880.4,1178.7,1587.2
11413,1071.1,1177.1,880.0,1174.7,1586.2
11414,1067.2,1173.4,884.0,1173.7,1591.0
11415,1066.9,1176.7,885.0,1173.0,1591.8
11416,1070.8,1177.7,884.2,1176.8,1588.2
11417,1071.0,1173.8,880.2,1172.8,1588.1
11418,1067.2,1177.8,879.2,1171.8,1588.0
11419,1067.2,1178.8,878.2,1171.8,1588.0
11420,1070.8,1179.8,878.2,1171.0,1591.9
11421,1071.8,1180.8,878.2,1175.0,1592.9
11422,1072.8,1176.2,881.9,1175.2,1589.5
11423,1073.0,1180.2,881.9,1175.7,1589.3
11424,1074.0,1176.2,882.9,1175.7,1589.3
11425,1070.5,1175.2,883.9,1172.5,1588.3
11426,1069.5,1174.2,880.0,1176.5,1587.3
11427,1069.5,1173.9,879.0,1177.5,1586.3
11428,1069.2,1177.5,878.0,1177.8,1585.3
11429,1069.1,1173.8,881.8,1174.5,1585.2
11430,1069.1,1172.8,882.4,1173.5,1589.2
11431,1072.2,1177.8,882.4,1173.5,1584.7
11432,1072.2,1178.8,882.6,1172.5,1588.7
11433,1073.2,1173.8,882.7,1171.5,1589.2
11434,1069.5,1173.8,883.7,1170.5,1585.2
11435,1073.5,1177.8,883.7,1169.8,1584.6
11436,1074.5,1177.7,884.5,1169.8,1583.6
11437,1071.1,1178.0,880.5,1168.9,1583.0
11438,1071.1,1174.0,880.4,1172.6,1587.0
11439,1070.1,1177.8,879.4,1172.6,1586.2
11440,1069.1,1177.8,879.4,1173.6,1586.2
11441,1068.6,1173.8,878.4,1169.6,1587.2
11442,1072.2,1172.8,882.2,1169.1,1583.3
11443,1072.2,1176.8,882.2,1168.1,1582.3
11444,1073.2,1177.8,883.2,1171.6,1586.2
11445,1074.2,1178.8,879.9,1167.6,1586.2
11446,1075.2,1179.8,879.9,1166.6,1587.2
11447,1076.2,1180.8,879.2,1171.0,1583.2
11448,1072.8,1181.8,883.2,1171.0,1582.2
11449,1076.7,1182.8,882.6,1167.7,1581.2
11450,1077.7,1183.8,878.9,1170.8,1580.2
11451,1077.7,1184.8,882.7,1170.8,1584.1
11452,1078.7,1185.8,883.0,1170.8,1580.1
11453,1075.2,1186.3,879.4,1171.8,1580.0
11454,1079.0,1187.3,879.1,1172.8,1584.0
11455,1080.0,1182.3,882.8,1173.8,1584.4
11456,1080.0,1187.0,879.0,1174.8,1581.1
11457,1080.3,1183.0,878.0,1175.8,1585.0
11458,1080.6,1182.9,878.0,1176.8,1585.0
11459,1077.2,1182.9,877.0,1177.8,1581.0
11460,1081.2,1182.2,880.3,1178.5,1580.0
11461,1082.2,1182.2,881.3,1179.5,1579.0
11462,1083.2,1181.2,876.3,1179.5,1578.0
11463,1084.2,1184.5,881.5,1176.0,1577.0
11464,1085.2,1185.5,882.5,1180.0,1576.0
11465,1086.2,1180.5,883.5,1181.0,1575.0
11466,1086.7,1179.5,883.5,1182.0,1579.0
11467,1083.0,1184.5,883.7,1183.0,1575.0
11468,1083.0,1184.8,880.3,1184.0,1579.0
11469,1082.3,1180.8,884.2,1180.4,1575.2
11470,1086.3,1184.8,880.4,1184.3,1579.2
11471,1087.3,1181.7,880.4,1184.3,1579.8
11472,1088.3,1181.3,879.4,1185.3,1580.8
11473,1084.0,1185.3,878.4,1181.6,1577.4
11474,1088.0,1181.3,877.4,1181.6,1576.4
11475,1089.0,1181.3,877.0,1180.6,1580.0
11476,1090.0,1180.3,876.9,1180.2,1580.0
11477,1086.0,1180.1,875.9,1179.2,1576.2
11478,1089.8,1179.1,874.9,1183.2,1576.2
11479,1090.3,1182.4,873.9,1183.8,1580.2
11480,1086.3,1183.1,873.3,1179.8,1580.6
11481,1085.3,1179.2,873.3,1178.8,1581.6
11482,1085.2,1182.4,872.3,1177.8,1576.6
11483,1084.9,1183.4,876.2,1177.0,1576.9
11484,1088.8,1184.4,876.2,1181.0,1576.9
11485,1084.8,1185.4,872.4,1181.0,1575.9
11486,1083.8,1182.4,871.7,1182.0,1575.3
11487,1084.2,1181.4,875.7,1183.0,1579.3
11488,1088.2,1180.7,875.8,1179.4,1580.3
11489,1089.2,1179.7,876.8,1179.1,1581.3
11490,1084.5,1179.0,873.4,1178.1,1582.3
11491,1088.5,1183.0,873.1,1178.1,1583.3
11492,1089.5,1184.0,873.1,1177.1,1584.3
11493,1090.5,1180.4,876.2,1177.0,1585.3
11494,1086.9,1180.3,876.3,1176.0,1586.3
11495,1090.8,1180.3,872.3,1175.0,1587.3
11496,1086.8,1184.0,875.9,1174.0,1582.6
11497,1085.8,1185.0,875.9,1174.0,1586.6
